tienda,sucursal,sku,nombre,categoria_url,en_stock,precio_bulto_cerrado,precio_bulto_cerrado_lista,precio_unitario,presentaciones,url_producto,fecha_scrape,unidad_detectada,cantidad_base,precio_bulto_cerrado_normalizado,precio_unitario_normalizado
maxiconsumo,sucursal_trelew,304,ACEITE MAROLIO MEZCLA 900 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,2199.89,,2529.87,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-marolio-mezcla-900-cc-304.html,2026-08-15T17:35:46.935117,L,900.0,2444.322222222222,2810.9666666666662
maxiconsumo,sucursal_trelew,12096,ACEITE COCINERO MEZCLA 900 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,2449.9,,2817.38,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-cocinero-mezcla-900-cc-12096.html,2026-08-15T17:35:46.935745,L,900.0,2722.1111111111113,3130.4222222222224
maxiconsumo,sucursal_trelew,531,ACEITE LEGITIMO GIRASOL 900 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,2899.9,,3334.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-legitimo-girasol-900-cc-531.html,2026-08-15T17:35:46.936084,L,900.0,3222.1111111111113,3705.4222222222224
maxiconsumo,sucursal_trelew,23498,ACEITE MOLTO MANTECA AEROSOL 120 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,3149.9,,3622.38,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-molto-manteca-aerosol-120-cc-23498.html,2026-08-15T17:35:46.936402,L,120.0,26249.166666666668,30186.500000000004
maxiconsumo,sucursal_trelew,218,ACEITE CANUELAS GIRASOL 900 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,3179.9,,3656.89,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-canuelas-girasol-900-cc-218.html,2026-08-15T17:35:46.936702,L,900.0,3533.222222222222,4063.211111111111
maxiconsumo,sucursal_trelew,72,ACEITE FRITOLIM AERO CLASIC 120 cc,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,3499.9,,4024.89,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-fritolim-aero-clasic-120-cc-72.html,2026-08-15T17:35:46.937001,L,120.0,29165.833333333336,33540.74999999999
maxiconsumo,sucursal_trelew,10,"ACEITE MAROLIO MEZCLA PVC 1,5 LT",https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,3649.89,,4197.38,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-marolio-mezcla-pvc-1-5-lt-10.html,2026-08-15T17:35:46.937299,L,1500.0,2433.2599999999998,2798.253333333333
maxiconsumo,sucursal_trelew,187,ACEITE NATURA AEROSOL 120 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,3699.9,,4254.89,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-natura-aerosol-120-cc-187.html,2026-08-15T17:35:46.937591,L,120.0,30832.5,35457.416666666664
maxiconsumo,sucursal_trelew,119,ACEITE NATURA GIRASOL 900 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,3799.9,,4369.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-natura-girasol-900-cc-119.html,2026-08-15T17:35:46.937880,L,900.0,4222.111111111111,4855.422222222222
maxiconsumo,sucursal_trelew,1310,ACEITE MAZOLA ROCIO VEGETAL MAIZ 120 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,4049.89,,4657.38,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-mazola-rocio-vegetal-maiz-120-cc-1310.html,2026-08-15T17:35:46.938179,L,120.0,33749.08333333333,38811.5
maxiconsumo,sucursal_trelew,1319,ACEITE MAZOLA ROCIO VEGETAL MANTECA 120 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,4049.89,,4657.38,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-mazola-rocio-vegetal-manteca-120-cc-1319.html,2026-08-15T17:35:46.938479,L,120.0,33749.08333333333,38811.5
maxiconsumo,sucursal_trelew,14857,ACEITE COCINERO MEZCLA 1.5 LT,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,4099.9,,4714.89,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-cocinero-mezcla-1-5-lt-14857.html,2026-08-15T17:35:46.938767,L,1500.0,2733.2666666666664,3143.26
maxiconsumo,sucursal_trelew,589,"ACEITE MAROLIO GIRASOL PVC 1,5 LT",https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,4499.89,,5174.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-marolio-girasol-pvc-1-5-lt-589.html,2026-08-15T17:35:46.939067,L,1500.0,2999.926666666667,3449.92
maxiconsumo,sucursal_trelew,20020,"ACEITE MOLTO GIRASOL 1,5 LT",https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,4499.89,,5174.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-molto-girasol-1-5-lt-20020.html,2026-08-15T17:35:46.939358,L,1500.0,2999.926666666667,3449.92
maxiconsumo,sucursal_trelew,534,"ACEITE LEGITIMO GIRASOL 1,5 LT",https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,4599.9,,5289.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-legitimo-girasol-1-5-lt-534.html,2026-08-15T17:35:46.939646,L,1500.0,3066.6,3526.5866666666666
maxiconsumo,sucursal_trelew,257,ACEITE MAZOLA MAIZ 900 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,4649.9,,5347.38,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-mazola-maiz-900-cc-257.html,2026-08-15T17:35:46.939931,L,900.0,5166.555555555555,5941.533333333333
maxiconsumo,sucursal_trelew,22268,ACEITE NATURA AEROSOLOLIVA 120 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,4899.9,,5634.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-natura-aerosololiva-120-cc-22268.html,2026-08-15T17:35:46.940221,L,120.0,40832.49999999999,46957.33333333333
maxiconsumo,sucursal_trelew,124,"ACEITE NATURA GIRASOL PVC 1,5 LT",https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,6199.9,,7129.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-natura-girasol-pvc-1-5-lt-124.html,2026-08-15T17:35:46.940526,L,1500.0,4133.266666666666,4753.253333333333
maxiconsumo,sucursal_trelew,28954,ACITE OLIOVITA OLIVA PET 250 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,7699.9,,8854.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/acite-oliovita-oliva-pet-250-cc-28954.html,2026-08-15T17:35:46.940813,L,250.0,30799.6,35419.52
maxiconsumo,sucursal_trelew,609,ACEITE MAROLIO GIRASOL PVC 3 LT,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,9999.9,,11499.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-marolio-girasol-pvc-3-lt-609.html,2026-08-15T17:35:46.941097,L,3000.0,3333.2999999999997,3833.293333333333
maxiconsumo,sucursal_trelew,20104,ACEITE CAÑUELAS OLIVA CLASICO PET 500 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,11299.9,,12994.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-canuelas-oliva-clasico-pet-500-cc-20104.html,2026-08-15T17:35:46.941382,L,500.0,22599.8,25989.76
maxiconsumo,sucursal_trelew,22030,ACEITE CAÑUELAS OLIVA SUAVE PET 500 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,11299.9,,12994.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-canuelas-oliva-suave-pet-500-cc-22030.html,2026-08-15T17:35:46.941669,L,500.0,22599.8,25989.76
maxiconsumo,sucursal_trelew,22031,ACEITE CAÑUELAS OLIVA INTENSO PET 500 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,11299.9,,12994.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-canuelas-oliva-intenso-pet-500-cc-22031.html,2026-08-15T17:35:46.941951,L,500.0,22599.8,25989.76
maxiconsumo,sucursal_trelew,28435,ACEITE FRANCESCA OLIVA LATA 500 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,11599.9,,13339.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-francesca-oliva-lata-500-cc-28435.html,2026-08-15T17:35:46.942233,L,500.0,23199.8,26679.76
maxiconsumo,sucursal_trelew,133,ACEITE NATURA GIRASOL 3 LT,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,11699.9,,13454.89,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-natura-girasol-3-lt-133.html,2026-08-15T17:35:46.942523,L,3000.0,3899.9666666666662,4484.963333333333
maxiconsumo,sucursal_trelew,28955,ACEITE OLIOVITA OLIVA PET 500 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,11999.9,,13799.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-oliovita-oliva-pet-500-cc-28955.html,2026-08-15T17:35:46.942807,L,500.0,23999.8,27599.76
maxiconsumo,sucursal_trelew,28956,ACEITE OLIOVITA OLIVA MEDITERRANEO PET 500 C,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,11999.9,,13799.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-oliovita-oliva-mediterraneo-pet-500-c-28956.html,2026-08-15T17:35:46.943090,,,,
maxiconsumo,sucursal_trelew,20541,ACEITE NATURA OLIVA PET INTENSO 500 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,11999.9,,13799.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-natura-oliva-pet-intenso-500-cc-20541.html,2026-08-15T17:35:46.943374,L,500.0,23999.8,27599.76
maxiconsumo,sucursal_trelew,25131,ACEITE NATURA OLIVA PET 500 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,11999.9,,13799.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-natura-oliva-pet-500-cc-25131.html,2026-08-15T17:35:46.943658,L,500.0,23999.8,27599.76
maxiconsumo,sucursal_trelew,28953,ACEITE OLIOVITA OLIVA BOTELLA 500 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,12499.91,,14374.89,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-oliovita-oliva-botella-500-cc-28953.html,2026-08-15T17:35:46.943940,L,500.0,24999.82,28749.78
maxiconsumo,sucursal_trelew,20105,ACEITE CAÑUELAS OLIVA CLASICO LATA 500 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,12999.9,,14949.89,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-canuelas-oliva-clasico-lata-500-cc-20105.html,2026-08-15T17:35:46.944222,L,500.0,25999.8,29899.78
maxiconsumo,sucursal_trelew,22150,ACEITE CAÑUELAS OLIVA INTENSO LATA 500 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,12999.9,,14949.89,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-canuelas-oliva-intenso-lata-500-cc-22150.html,2026-08-15T17:35:46.944514,L,500.0,25999.8,29899.78
maxiconsumo,sucursal_trelew,18335,ACEITE ZUELO OLIVA BOTELLA ORIGINAL 500 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,13499.9,,15524.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-zuelo-oliva-botella-original-500-cc-18335.html,2026-08-15T17:35:46.944795,L,500.0,26999.8,31049.76
maxiconsumo,sucursal_trelew,11955,ACEITE NUCETE OLIVA VIRGEN LATA 1 LT,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,13999.89,,16099.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-nucete-oliva-virgen-lata-1-lt-11955.html,2026-08-15T17:35:46.945079,L,1000.0,13999.89,16099.88
maxiconsumo,sucursal_trelew,22579,ACEITE NATURA OLIVA BOTELLA 500 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,14599.9,,16789.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-natura-oliva-botella-500-cc-22579.html,2026-08-15T17:35:46.945380,L,500.0,29199.8,33579.76
maxiconsumo,sucursal_trelew,6954,ACEITE COCINERO OLIVA EXTRA VIRGEN 900 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,17999.9,,20699.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-cocinero-oliva-extra-virgen-900-cc-6954.html,2026-08-15T17:35:46.945671,L,900.0,19999.88888888889,22999.86666666667
maxiconsumo,sucursal_trelew,23583,ACEITE CANUELAS GIRASOL 5 LT,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,18799.9,,21619.89,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-canuelas-girasol-5-lt-23583.html,2026-08-15T17:35:46.945963,L,5000.0,3759.98,4323.978
maxiconsumo,sucursal_trelew,39,ACEITE NATURA GIRASOL BID 5 LT,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,19499.9,,22424.89,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-natura-girasol-bid-5-lt-39.html,2026-08-15T17:35:46.946252,L,5000.0,3899.98,4484.978
maxiconsumo,sucursal_trelew,27158,ACEITE ZUELO OLIVA ORIGINAL LATA 950 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,23499.89,,27024.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-zuelo-oliva-original-lata-950-cc-27158.html,2026-08-15T17:35:46.946549,L,950.0,24736.72631578947,28447.242105263158
maxiconsumo,sucursal_trelew,26764,ACEITE NUCETE OLIVA EXTRA VIRGEN PET 2 LT,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,51149.91,,58822.39,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-nucete-oliva-extra-virgen-pet-2-lt-26764.html,2026-08-15T17:35:46.946950,L,2000.0,25574.955,29411.195
maxiconsumo,sucursal_trelew,4830,VINAGRE MAROLIO ALCOHOL 500 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,899.89,,1034.87,,https://www.maxiconsumo.com/sucursal_trelew/almacen/vinagre-marolio-alcohol-500-cc-4830.html,2026-08-15T17:35:46.947266,L,500.0,1799.78,2069.74
maxiconsumo,sucursal_trelew,21338,ACEITE MOLTO GIRASOL AEROSOL 120 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,3149.9,,3622.38,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-molto-girasol-aerosol-120-cc-21338.html,2026-08-15T17:35:46.947564,L,120.0,26249.166666666668,30186.500000000004
maxiconsumo,sucursal_trelew,300,ACEITE COCINERO GIRASOL 900 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,3299.9,,3794.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-cocinero-girasol-900-cc-300.html,2026-08-15T17:35:46.947870,L,900.0,3666.5555555555557,4216.533333333334
maxiconsumo,sucursal_trelew,25308,ACEITE MOLTO OLIVA AEROSOL 120 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,4999.89,,5749.87,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-molto-oliva-aerosol-120-cc-25308.html,2026-08-15T17:35:46.948164,L,120.0,41665.75,47915.58333333333
maxiconsumo,sucursal_trelew,197,ACEITE ARCOR MAIZ 900 ML,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,5899.9,,6784.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-arcor-maiz-900-ml-197.html,2026-08-15T17:35:46.948461,L,900.0,6555.444444444444,7538.7555555555555
maxiconsumo,sucursal_trelew,6965,ACEITE COCINERO OLIVA EXTRA VIRGEN 500 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,9999.9,,11499.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-cocinero-oliva-extra-virgen-500-cc-6965.html,2026-08-15T17:35:46.948754,L,500.0,19999.8,22999.76
maxiconsumo,sucursal_trelew,1540,ACEITE LA TOSCANA OLIVA 500 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,13499.9,,15524.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-la-toscana-oliva-500-cc-1540.html,2026-08-15T17:35:46.949044,L,500.0,26999.8,31049.76
maxiconsumo,sucursal_trelew,1306,ACEITE NUCETE OLIVA EXTRA VIRGEN BOTELLA 500 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,15999.9,,18399.89,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-nucete-oliva-extra-virgen-botella-500-cc-1306.html,2026-08-15T17:35:46.949337,L,500.0,31999.8,36799.78
maxiconsumo,sucursal_trelew,20022,ACEITE MOLTO GIRASOL 5 LT,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,16999.9,,19549.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-molto-girasol-5-lt-20022.html,2026-08-15T17:35:46.949629,L,5000.0,3399.98,3909.9760000000006
maxiconsumo,sucursal_trelew,11361,ACEITE MAROLIO GIRASOL 4.5 LT,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,16999.9,,19549.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-marolio-girasol-4-5-lt-11361.html,2026-08-15T17:35:46.949923,L,4500.0,3777.755555555556,4344.417777777779
maxiconsumo,sucursal_trelew,27893,ACEITUNAS DON NICANOR VERDE DOYPACK 90 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,769.9,,885.38,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-don-nicanor-verde-doypack-90-gr-27893.html,2026-08-15T17:35:46.950213,kg,90.0,8554.444444444443,9837.555555555555
maxiconsumo,sucursal_trelew,6382,ACEITUNAS MAROLIO VERDE SACHET 100 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,949.9,,1092.38,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-marolio-verde-sachet-100-gr-6382.html,2026-08-15T17:35:46.950516,kg,100.0,9499.0,10923.800000000001
maxiconsumo,sucursal_trelew,27689,ACEITUNAS CASTELL VERDES EN RODAJAS DOY PACK 80 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,1149.9,,1322.38,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-castell-verdes-en-rodajas-doy-pack-80-gr-27689.html,2026-08-15T17:35:46.950807,kg,80.0,14373.750000000002,16529.75
maxiconsumo,sucursal_trelew,27236,ACEITUNAS CASTELL VERDE 90 100 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,1199.9,,1379.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-castell-verde-90-100-gr-27236.html,2026-08-15T17:35:46.951099,kg,100.0,11999.0,13798.800000000001
maxiconsumo,sucursal_trelew,5989,ACEITUNAS NUCETE VERDE DESCAROZADAS SACHET 80 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,1349.9,,1552.39,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-nucete-verde-descarozadas-sachet-80-gr-5989.html,2026-08-15T17:35:46.951392,kg,80.0,16873.75,19404.875
maxiconsumo,sucursal_trelew,27892,ACEITUNAS DON NICANOR VERDE DOYPACK 170 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,1399.9,,1609.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-don-nicanor-verde-doypack-170-gr-27892.html,2026-08-15T17:35:46.951682,kg,170.0,8234.70588235294,9469.882352941177
maxiconsumo,sucursal_trelew,5988,ACEITUNAS NUCETE VERDE N° 4 SACHET 100 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,1399.9,,1609.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-nucete-verde-n-4-sachet-100-gr-5988.html,2026-08-15T17:35:46.951973,kg,100.0,13999.0,16098.800000000001
maxiconsumo,sucursal_trelew,27690,ACEITUNA CASTELL VERDE DESCAROZADA DOYPACK 80 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,1499.9,,1724.89,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceituna-castell-verde-descarozada-doypack-80-gr-27690.html,2026-08-15T17:35:46.952259,kg,80.0,18748.75,21561.125
maxiconsumo,sucursal_trelew,184,ACEITUNAS NUCETE NEGRAS N° 4 SACHET 100 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,1499.9,,1724.89,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-nucete-negras-n-4-sachet-100-gr-184.html,2026-08-15T17:35:46.952567,kg,100.0,14999.0,17248.9
maxiconsumo,sucursal_trelew,27239,ACEITUNAS CASTELL NEGRAS DOYPACK 90 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,1599.9,,1839.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-castell-negras-doypack-90-gr-27239.html,2026-08-15T17:35:46.952861,kg,90.0,17776.666666666668,20443.111111111113
maxiconsumo,sucursal_trelew,27241,ACEITUNAS CASTELL VERDES RELLENAS DOYPACK 100 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,1599.9,,1839.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-castell-verdes-rellenas-doypack-100-gr-27241.html,2026-08-15T17:35:46.953151,kg,100.0,15999.0,18398.800000000003
maxiconsumo,sucursal_trelew,17101,ACEITUNAS MAROLIO VERDE 180 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,1599.9,,1839.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-marolio-verde-180-gr-17101.html,2026-08-15T17:35:46.953444,kg,180.0,8888.333333333334,10221.555555555557
maxiconsumo,sucursal_trelew,17097,ACEITUNAS MAROLIO VERDE SACHET 200 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,1699.91,,1954.89,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-marolio-verde-sachet-200-gr-17097.html,2026-08-15T17:35:46.953736,kg,200.0,8499.550000000001,9774.45
maxiconsumo,sucursal_trelew,27235,ACEITUNAS CASTELL VERDE 180 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,2049.9,,2357.38,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-castell-verde-180-gr-27235.html,2026-08-15T17:35:46.954026,kg,180.0,11388.333333333334,13096.555555555557
maxiconsumo,sucursal_trelew,4976,ACEITUNA NUCETE RODAJA 120 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,2099.89,,2414.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceituna-nucete-rodaja-120-gr-4976.html,2026-08-15T17:35:46.954321,kg,120.0,17499.083333333332,20124.000000000004
maxiconsumo,sucursal_trelew,27238,ACEITUNAS CASTELL VERDES EN RODAJAS DOYPACK 150 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,2099.89,,2414.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-castell-verdes-en-rodajas-doypack-150-gr-27238.html,2026-08-15T17:35:46.954620,kg,150.0,13999.266666666665,16099.199999999999
maxiconsumo,sucursal_trelew,27242,ACEITUNAS CASTELL VERDE XL DOYPACK 160 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,2399.9,,2759.89,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-castell-verde-xl-doypack-160-gr-27242.html,2026-08-15T17:35:46.954906,kg,160.0,14999.375,17249.3125
maxiconsumo,sucursal_trelew,27237,ACEITUNAS CASTELL VERDES DESCAROZADAS DOYPACK 150 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,2499.9,,2874.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-castell-verdes-descarozadas-doypack-150-gr-27237.html,2026-08-15T17:35:46.955191,kg,150.0,16666.0,19165.866666666665
maxiconsumo,sucursal_trelew,28325,ACEITUNAS CASTELL VERDES DESCORAZADAS XL 130 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,3299.9,,3794.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-castell-verdes-descorazadas-xl-130-gr-28325.html,2026-08-15T17:35:46.955480,kg,130.0,25383.846153846152,29191.384615384617
maxiconsumo,sucursal_trelew,14363,ACEITUNAS DON NICANOR VERDE 900 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,6599.9,,6599.9,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-don-nicanor-verde-900-gr-14363.html,2026-08-15T17:35:46.955765,kg,900.0,7333.222222222222,7333.222222222222
maxiconsumo,sucursal_trelew,23569,ACEITUNAS NUCETE VERDE DESCAROZADAS SACHET 400 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,6999.9,,8049.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-nucete-verde-descarozadas-sachet-400-gr-23569.html,2026-08-15T17:35:46.956052,kg,400.0,17499.75,20124.7
maxiconsumo,sucursal_trelew,28451,ACEITUNAS DON NICANOR VERDE 1.7 KG,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,10999.91,,10999.9,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-don-nicanor-verde-1-7-kg-28451.html,2026-08-15T17:35:46.956346,kg,1700.0,6470.535294117647,6470.529411764706
maxiconsumo,sucursal_trelew,27245,ACEITUNAS CASTELL OLIVAS VERDES 850 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,12399.9,,12399.9,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-castell-olivas-verdes-850-gr-27245.html,2026-08-15T17:35:46.956643,kg,850.0,14588.117647058823,14588.117647058823
maxiconsumo,sucursal_trelew,27449,ACEITUNAS CEBILA VERDES DESCAROZADAS 800 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,13599.89,,13599.89,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-cebila-verdes-descarozadas-800-gr-27449.html,2026-08-15T17:35:46.956932,kg,800.0,16999.8625,16999.8625
maxiconsumo,sucursal_trelew,27451,ACEITUNAS CEBILA VERDE PET 2 KG,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,21599.89,,21599.89,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-cebila-verde-pet-2-kg-27451.html,2026-08-15T17:35:46.957220,kg,2000.0,10799.945,10799.945
maxiconsumo,sucursal_trelew,27246,ACEITUNAS DON NICANOR VERDES 5 KG,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,25999.9,,25999.9,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-don-nicanor-verdes-5-kg-27246.html,2026-08-15T17:35:46.957512,kg,5000.0,5199.9800000000005,5199.9800000000005
