tienda,sucursal,sku,nombre,categoria_url,en_stock,estado_stock,precio_bulto_cerrado,precio_bulto_cerrado_lista,precio_unitario,presentaciones,url_producto,fecha_scrape,categoria_raiz,unidad_detectada,cantidad_base,precio_bulto_cerrado_normalizado,precio_unitario_normalizado
maxiconsumo,sucursal_trelew,609,ACEITE MAROLIO GIRASOL PVC 3 LT,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,9999.9,,11499.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-marolio-girasol-pvc-3-lt-609.html,2026-08-15T19:03:37.329734,almacen.html,L,3000.0,3333.2999999999997,3833.293333333333
maxiconsumo,sucursal_trelew,20104,ACEITE CAÑUELAS OLIVA CLASICO PET 500 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,11299.9,,12994.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-canuelas-oliva-clasico-pet-500-cc-20104.html,2026-08-15T19:03:37.330018,almacen.html,L,500.0,22599.8,25989.76
maxiconsumo,sucursal_trelew,22030,ACEITE CAÑUELAS OLIVA SUAVE PET 500 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,11299.9,,12994.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-canuelas-oliva-suave-pet-500-cc-22030.html,2026-08-15T19:03:37.330304,almacen.html,L,500.0,22599.8,25989.76
maxiconsumo,sucursal_trelew,22031,ACEITE CAÑUELAS OLIVA INTENSO PET 500 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,11299.9,,12994.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-canuelas-oliva-intenso-pet-500-cc-22031.html,2026-08-15T19:03:37.330590,almacen.html,L,500.0,22599.8,25989.76
maxiconsumo,sucursal_trelew,28435,ACEITE FRANCESCA OLIVA LATA 500 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,11599.9,,13339.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-francesca-oliva-lata-500-cc-28435.html,2026-08-15T19:03:37.330873,almacen.html,L,500.0,23199.8,26679.76
maxiconsumo,sucursal_trelew,133,ACEITE NATURA GIRASOL 3 LT,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,11699.9,,13454.89,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-natura-girasol-3-lt-133.html,2026-08-15T19:03:37.331159,almacen.html,L,3000.0,3899.9666666666662,4484.963333333333
maxiconsumo,sucursal_trelew,28955,ACEITE OLIOVITA OLIVA PET 500 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,11999.9,,13799.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-oliovita-oliva-pet-500-cc-28955.html,2026-08-15T19:03:37.331461,almacen.html,L,500.0,23999.8,27599.76
maxiconsumo,sucursal_trelew,28956,ACEITE OLIOVITA OLIVA MEDITERRANEO PET 500 C,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,11999.9,,13799.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-oliovita-oliva-mediterraneo-pet-500-c-28956.html,2026-08-15T19:03:37.331753,almacen.html,,,,
maxiconsumo,sucursal_trelew,20541,ACEITE NATURA OLIVA PET INTENSO 500 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,11999.9,,13799.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-natura-oliva-pet-intenso-500-cc-20541.html,2026-08-15T19:03:37.332047,almacen.html,L,500.0,23999.8,27599.76
maxiconsumo,sucursal_trelew,25131,ACEITE NATURA OLIVA PET 500 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,11999.9,,13799.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-natura-oliva-pet-500-cc-25131.html,2026-08-15T19:03:37.332347,almacen.html,L,500.0,23999.8,27599.76
maxiconsumo,sucursal_trelew,28953,ACEITE OLIOVITA OLIVA BOTELLA 500 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,12499.91,,14374.89,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-oliovita-oliva-botella-500-cc-28953.html,2026-08-15T19:03:37.332643,almacen.html,L,500.0,24999.82,28749.78
maxiconsumo,sucursal_trelew,20105,ACEITE CAÑUELAS OLIVA CLASICO LATA 500 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,12999.9,,14949.89,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-canuelas-oliva-clasico-lata-500-cc-20105.html,2026-08-15T19:03:37.332935,almacen.html,L,500.0,25999.8,29899.78
maxiconsumo,sucursal_trelew,22150,ACEITE CAÑUELAS OLIVA INTENSO LATA 500 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,12999.9,,14949.89,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-canuelas-oliva-intenso-lata-500-cc-22150.html,2026-08-15T19:03:37.333225,almacen.html,L,500.0,25999.8,29899.78
maxiconsumo,sucursal_trelew,18335,ACEITE ZUELO OLIVA BOTELLA ORIGINAL 500 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,13499.9,,15524.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-zuelo-oliva-botella-original-500-cc-18335.html,2026-08-15T19:03:37.333512,almacen.html,L,500.0,26999.8,31049.76
maxiconsumo,sucursal_trelew,11955,ACEITE NUCETE OLIVA VIRGEN LATA 1 LT,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,13999.89,,16099.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-nucete-oliva-virgen-lata-1-lt-11955.html,2026-08-15T19:03:37.333797,almacen.html,L,1000.0,13999.89,16099.88
maxiconsumo,sucursal_trelew,22579,ACEITE NATURA OLIVA BOTELLA 500 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,14599.9,,16789.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-natura-oliva-botella-500-cc-22579.html,2026-08-15T19:03:37.334079,almacen.html,L,500.0,29199.8,33579.76
maxiconsumo,sucursal_trelew,6954,ACEITE COCINERO OLIVA EXTRA VIRGEN 900 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,17999.9,,20699.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-cocinero-oliva-extra-virgen-900-cc-6954.html,2026-08-15T19:03:37.334368,almacen.html,L,900.0,19999.88888888889,22999.86666666667
maxiconsumo,sucursal_trelew,23583,ACEITE CANUELAS GIRASOL 5 LT,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,18799.9,,21619.89,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-canuelas-girasol-5-lt-23583.html,2026-08-15T19:03:37.334648,almacen.html,L,5000.0,3759.98,4323.978
maxiconsumo,sucursal_trelew,39,ACEITE NATURA GIRASOL BID 5 LT,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,19499.9,,22424.89,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-natura-girasol-bid-5-lt-39.html,2026-08-15T19:03:37.334926,almacen.html,L,5000.0,3899.98,4484.978
maxiconsumo,sucursal_trelew,27158,ACEITE ZUELO OLIVA ORIGINAL LATA 950 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,23499.89,,27024.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-zuelo-oliva-original-lata-950-cc-27158.html,2026-08-15T19:03:37.335208,almacen.html,L,950.0,24736.72631578947,28447.242105263158
maxiconsumo,sucursal_trelew,26764,ACEITE NUCETE OLIVA EXTRA VIRGEN PET 2 LT,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,51149.91,,58822.39,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-nucete-oliva-extra-virgen-pet-2-lt-26764.html,2026-08-15T19:03:37.335614,almacen.html,L,2000.0,25574.955,29411.195
maxiconsumo,sucursal_trelew,4830,VINAGRE MAROLIO ALCOHOL 500 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,899.89,,1034.87,,https://www.maxiconsumo.com/sucursal_trelew/almacen/vinagre-marolio-alcohol-500-cc-4830.html,2026-08-15T19:03:37.336004,almacen.html,L,500.0,1799.78,2069.74
maxiconsumo,sucursal_trelew,21338,ACEITE MOLTO GIRASOL AEROSOL 120 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,3149.9,,3622.38,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-molto-girasol-aerosol-120-cc-21338.html,2026-08-15T19:03:37.336315,almacen.html,L,120.0,26249.166666666668,30186.500000000004
maxiconsumo,sucursal_trelew,300,ACEITE COCINERO GIRASOL 900 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,3299.9,,3794.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-cocinero-girasol-900-cc-300.html,2026-08-15T19:03:37.336613,almacen.html,L,900.0,3666.5555555555557,4216.533333333334
maxiconsumo,sucursal_trelew,25308,ACEITE MOLTO OLIVA AEROSOL 120 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,4999.89,,5749.87,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-molto-oliva-aerosol-120-cc-25308.html,2026-08-15T19:03:37.336906,almacen.html,L,120.0,41665.75,47915.58333333333
maxiconsumo,sucursal_trelew,197,ACEITE ARCOR MAIZ 900 ML,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,5899.9,,6784.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-arcor-maiz-900-ml-197.html,2026-08-15T19:03:37.337212,almacen.html,L,900.0,6555.444444444444,7538.7555555555555
maxiconsumo,sucursal_trelew,6965,ACEITE COCINERO OLIVA EXTRA VIRGEN 500 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,9999.9,,11499.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-cocinero-oliva-extra-virgen-500-cc-6965.html,2026-08-15T19:03:37.337504,almacen.html,L,500.0,19999.8,22999.76
maxiconsumo,sucursal_trelew,1540,ACEITE LA TOSCANA OLIVA 500 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,13499.9,,15524.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-la-toscana-oliva-500-cc-1540.html,2026-08-15T19:03:37.337791,almacen.html,L,500.0,26999.8,31049.76
maxiconsumo,sucursal_trelew,1306,ACEITE NUCETE OLIVA EXTRA VIRGEN BOTELLA 500 CC,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,15999.9,,18399.89,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-nucete-oliva-extra-virgen-botella-500-cc-1306.html,2026-08-15T19:03:37.338074,almacen.html,L,500.0,31999.8,36799.78
maxiconsumo,sucursal_trelew,20022,ACEITE MOLTO GIRASOL 5 LT,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,16999.9,,19549.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-molto-girasol-5-lt-20022.html,2026-08-15T19:03:37.338363,almacen.html,L,5000.0,3399.98,3909.9760000000006
maxiconsumo,sucursal_trelew,11361,ACEITE MAROLIO GIRASOL 4.5 LT,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,16999.9,,19549.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceite-marolio-girasol-4-5-lt-11361.html,2026-08-15T19:03:37.338649,almacen.html,L,4500.0,3777.755555555556,4344.417777777779
maxiconsumo,sucursal_trelew,27893,ACEITUNAS DON NICANOR VERDE DOYPACK 90 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,769.9,,885.38,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-don-nicanor-verde-doypack-90-gr-27893.html,2026-08-15T19:03:37.338930,almacen.html,kg,90.0,8554.444444444443,9837.555555555555
maxiconsumo,sucursal_trelew,6382,ACEITUNAS MAROLIO VERDE SACHET 100 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,949.9,,1092.38,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-marolio-verde-sachet-100-gr-6382.html,2026-08-15T19:03:37.339212,almacen.html,kg,100.0,9499.0,10923.800000000001
maxiconsumo,sucursal_trelew,27689,ACEITUNAS CASTELL VERDES EN RODAJAS DOY PACK 80 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,1149.9,,1322.38,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-castell-verdes-en-rodajas-doy-pack-80-gr-27689.html,2026-08-15T19:03:37.339494,almacen.html,kg,80.0,14373.750000000002,16529.75
maxiconsumo,sucursal_trelew,27236,ACEITUNAS CASTELL VERDE 90 100 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,1199.9,,1379.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-castell-verde-90-100-gr-27236.html,2026-08-15T19:03:37.339774,almacen.html,kg,100.0,11999.0,13798.800000000001
maxiconsumo,sucursal_trelew,5989,ACEITUNAS NUCETE VERDE DESCAROZADAS SACHET 80 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,1349.9,,1552.39,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-nucete-verde-descarozadas-sachet-80-gr-5989.html,2026-08-15T19:03:37.340059,almacen.html,kg,80.0,16873.75,19404.875
maxiconsumo,sucursal_trelew,27892,ACEITUNAS DON NICANOR VERDE DOYPACK 170 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,1399.9,,1609.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-don-nicanor-verde-doypack-170-gr-27892.html,2026-08-15T19:03:37.340345,almacen.html,kg,170.0,8234.70588235294,9469.882352941177
maxiconsumo,sucursal_trelew,5988,ACEITUNAS NUCETE VERDE N° 4 SACHET 100 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,1399.9,,1609.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-nucete-verde-n-4-sachet-100-gr-5988.html,2026-08-15T19:03:37.340631,almacen.html,kg,100.0,13999.0,16098.800000000001
maxiconsumo,sucursal_trelew,27690,ACEITUNA CASTELL VERDE DESCAROZADA DOYPACK 80 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,1499.9,,1724.89,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceituna-castell-verde-descarozada-doypack-80-gr-27690.html,2026-08-15T19:03:37.340912,almacen.html,kg,80.0,18748.75,21561.125
maxiconsumo,sucursal_trelew,184,ACEITUNAS NUCETE NEGRAS N° 4 SACHET 100 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,1499.9,,1724.89,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-nucete-negras-n-4-sachet-100-gr-184.html,2026-08-15T19:03:37.341197,almacen.html,kg,100.0,14999.0,17248.9
maxiconsumo,sucursal_trelew,27239,ACEITUNAS CASTELL NEGRAS DOYPACK 90 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,1599.9,,1839.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-castell-negras-doypack-90-gr-27239.html,2026-08-15T19:03:37.341479,almacen.html,kg,90.0,17776.666666666668,20443.111111111113
maxiconsumo,sucursal_trelew,27241,ACEITUNAS CASTELL VERDES RELLENAS DOYPACK 100 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,1599.9,,1839.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-castell-verdes-rellenas-doypack-100-gr-27241.html,2026-08-15T19:03:37.341765,almacen.html,kg,100.0,15999.0,18398.800000000003
maxiconsumo,sucursal_trelew,17101,ACEITUNAS MAROLIO VERDE 180 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,1599.9,,1839.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-marolio-verde-180-gr-17101.html,2026-08-15T19:03:37.342049,almacen.html,kg,180.0,8888.333333333334,10221.555555555557
maxiconsumo,sucursal_trelew,17097,ACEITUNAS MAROLIO VERDE SACHET 200 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,1699.91,,1954.89,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-marolio-verde-sachet-200-gr-17097.html,2026-08-15T19:03:37.342337,almacen.html,kg,200.0,8499.550000000001,9774.45
maxiconsumo,sucursal_trelew,27235,ACEITUNAS CASTELL VERDE 180 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,2049.9,,2357.38,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-castell-verde-180-gr-27235.html,2026-08-15T19:03:37.342620,almacen.html,kg,180.0,11388.333333333334,13096.555555555557
maxiconsumo,sucursal_trelew,4976,ACEITUNA NUCETE RODAJA 120 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,2099.89,,2414.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceituna-nucete-rodaja-120-gr-4976.html,2026-08-15T19:03:37.342924,almacen.html,kg,120.0,17499.083333333332,20124.000000000004
maxiconsumo,sucursal_trelew,27238,ACEITUNAS CASTELL VERDES EN RODAJAS DOYPACK 150 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,2099.89,,2414.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-castell-verdes-en-rodajas-doypack-150-gr-27238.html,2026-08-15T19:03:37.343205,almacen.html,kg,150.0,13999.266666666665,16099.199999999999
maxiconsumo,sucursal_trelew,27242,ACEITUNAS CASTELL VERDE XL DOYPACK 160 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,2399.9,,2759.89,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-castell-verde-xl-doypack-160-gr-27242.html,2026-08-15T19:03:37.343488,almacen.html,kg,160.0,14999.375,17249.3125
maxiconsumo,sucursal_trelew,27237,ACEITUNAS CASTELL VERDES DESCAROZADAS DOYPACK 150 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,2499.9,,2874.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-castell-verdes-descarozadas-doypack-150-gr-27237.html,2026-08-15T19:03:37.343768,almacen.html,kg,150.0,16666.0,19165.866666666665
maxiconsumo,sucursal_trelew,28325,ACEITUNAS CASTELL VERDES DESCORAZADAS XL 130 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,3299.9,,3794.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-castell-verdes-descorazadas-xl-130-gr-28325.html,2026-08-15T19:03:37.344048,almacen.html,kg,130.0,25383.846153846152,29191.384615384617
maxiconsumo,sucursal_trelew,14363,ACEITUNAS DON NICANOR VERDE 900 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,6599.9,,6599.9,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-don-nicanor-verde-900-gr-14363.html,2026-08-15T19:03:37.344331,almacen.html,kg,900.0,7333.222222222222,7333.222222222222
maxiconsumo,sucursal_trelew,23569,ACEITUNAS NUCETE VERDE DESCAROZADAS SACHET 400 GR,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,6999.9,,8049.88,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-nucete-verde-descarozadas-sachet-400-gr-23569.html,2026-08-15T19:03:37.344616,almacen.html,kg,400.0,17499.75,20124.7
maxiconsumo,sucursal_trelew,28451,ACEITUNAS DON NICANOR VERDE 1.7 KG,https://www.maxiconsumo.com/sucursal_trelew/almacen.html,True,En stock,10999.91,,10999.9,,https://www.maxiconsumo.com/sucursal_trelew/almacen/aceitunas-don-nicanor-verde-1-7-kg-28451.html,2026-08-15T19:03:37.344895,almacen.html,kg,1700.0,6470.535294117647,6470.529411764706
